TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
20.22,Debit,Jacksonville,ATM,43.0,Lansia,138.0,1.0,5515.32,0,0
50.4,Debit,San Antonio,Branch,36.0,Dewasa,84.00000000000001,1.0,1677.01,0,2
73.88,Debit,Los Angeles,Branch,53.0,Paruh Baya,131.0,1.0,4055.55,2,0
119.61,Debit,San Diego,ATM,33.0,Dewasa,53.00000000000001,1.0,9899.94,3,2
116.58,Debit,Raleigh,Branch,43.0,Lansia,247.0,1.0,2620.74,0,2
391.96,Debit,nan,ATM,64.0,Paruh Baya,79.0,1.0,2174.16,2,2
156.26,Credit,Virginia Beach,Branch,46.0,Lansia,160.0,1.0,7854.100000000001,0,2
427.0,Credit,Oklahoma City,Branch,49.0,Lansia,163.0,1.0,8253.65,0,1
443.68,Debit,Tucson,nan,18.0,Remaja,137.0,1.0,874.1499999999999,4,2
101.76,nan,Philadelphia,nan,31.0,Dewasa,26.0,1.0,6043.25,3,1
67.57,Debit,Charlotte,Branch,37.0,Lansia,107.0,1.0,2766.12,0,3
326.29,Debit,Denver,Online,56.0,Lansia,179.0,1.0,8171.259999999999,2,3
158.56,Debit,Sacramento,ATM,33.0,Dewasa,100.00000000000001,1.0,5401.21,3,2
56.02,Debit,Memphis,Online,27.0,Remaja,142.0,1.0,3548.02,3,1
288.28,nan,Portland,Online,27.0,Remaja,36.0,1.0,160.83,3,1
245.67,Credit,Portland,Branch,24.0,Remaja,107.0,1.0,752.2499999999999,3,1
114.35,Credit,El Paso,Branch,41.0,Lansia,21.000000000000004,1.0,469.12,0,0
373.27,Credit,Miami,Online,61.0,Dewasa,79.0,1.0,8441.61,2,1
504.63000000000005,Debit,Portland,Online,60.0,Lansia,168.00000000000003,1.0,3806.16,2,1
820.15,Debit,Kansas City,Branch,47.0,Dewasa,181.0,1.0,8802.97,0,0
986.8099999999998,Credit,Houston,Online,68.0,Dewasa,127.0,1.0,14881.77,1,0
8.37,Debit,Colorado Springs,ATM,63.0,Paruh Baya,135.0,1.0,1106.34,2,3
197.49,Credit,Fresno,Online,53.0,Paruh Baya,30.0,1.0,5005.33,2,0
637.97,Debit,New York,Branch,58.0,Paruh Baya,90.0,1.0,7949.03,2,1
13.52,Debit,Seattle,ATM,26.0,Remaja,65.0,1.0,259.77,3,2
432.1,Debit,San Francisco,ATM,49.0,Lansia,240.0,1.0,2114.3,0,2
375.17,Debit,Fort Worth,ATM,51.0,Lansia,66.0,2.0,5495.3,2,0
642.68,Debit,Fresno,Branch,50.0,Dewasa,94.0,1.0,8461.46,2,0
78.44,Credit,San Jose,Online,52.0,Paruh Baya,292.0,1.0,6870.84,2,2
139.72,Debit,Memphis,Branch,49.0,Lansia,201.0,1.0,5058.83,0,1
499.99,Debit,San Jose,Branch,31.0,Lansia,296.0,1.0,8885.0,3,2
10.07,Debit,Albuquerque,Online,24.0,Remaja,49.0,1.0,530.81,3,3
120.61999999999999,Debit,Raleigh,ATM,23.0,Remaja,85.0,1.0,9379.53,3,2
578.49,Debit,Nashville,Branch,59.0,Paruh Baya,180.0,1.0,6475.13,2,1
280.92,Debit,Phoenix,Online,41.0,Dewasa,168.00000000000003,1.0,5298.85,0,1
42.42,Debit,Sacramento,Online,21.0,Remaja,102.0,1.0,490.57,3,2
77.03,Debit,Fresno,ATM,67.0,Dewasa,259.0,1.0,11310.27,1,0
22.59,Debit,Seattle,ATM,62.0,Paruh Baya,45.0,1.0,3988.75,2,2
568.76,Debit,Baltimore,ATM,51.0,Paruh Baya,155.0,1.0,7484.319999999999,2,3
105.94,Debit,Oklahoma City,Branch,51.0,Lansia,207.0,1.0,5963.1,2,1
350.15,Credit,Fresno,ATM,21.0,Remaja,195.0,1.0,296.47,3,0
1151.18,Debit,Kansas City,ATM,65.0,Dewasa,105.0,1.0,1100.06,1,0
183.67,Debit,San Diego,Online,19.0,Remaja,238.0,1.0,910.26,3,2
278.27,Debit,Tucson,Branch,29.0,Dewasa,123.0,1.0,6684.34,3,2
470.3,Debit,Austin,ATM,40.0,Dewasa,88.0,1.0,8524.09,0,3
261.69,Debit,Philadelphia,ATM,53.0,Paruh Baya,84.00000000000001,1.0,5126.65,2,1
365.04,Debit,Virginia Beach,Branch,22.0,Remaja,94.0,1.0,873.8899999999999,3,2
211.1,Debit,Miami,Branch,57.0,Paruh Baya,136.0,1.0,7059.77,2,1
21.49,Debit,Denver,ATM,58.0,Dewasa,240.0,1.0,11991.24,2,3
63.58,Debit,Columbus,ATM,18.0,Remaja,199.0,1.0,8086.040000000001,4,3
321.86,Debit,San Antonio,ATM,63.0,Dewasa,167.0,1.0,12626.49,2,2
12.11,Debit,Jacksonville,nan,75.0,Paruh Baya,127.0,1.0,1730.28,1,0
642.54,Debit,Milwaukee,Branch,44.0,Lansia,28.0,1.0,3143.17,0,1
210.45,Debit,Las Vegas,ATM,27.0,Remaja,146.0,1.0,1242.49,3,0
313.65,Credit,Chicago,Branch,55.0,Paruh Baya,173.0,1.0,1886.36,2,3
99.76,Debit,Sacramento,Branch,26.0,Remaja,131.0,1.0,416.89,3,2
115.32,Debit,Denver,Branch,53.0,Paruh Baya,113.0,1.0,5929.08,2,3
33.61,Debit,Milwaukee,Online,23.0,Remaja,72.0,1.0,479.08,3,1
498.59,Credit,Oklahoma City,Online,33.0,Dewasa,32.0,1.0,5862.99,3,1
98.81,Debit,San Francisco,Branch,27.0,Remaja,91.0,1.0,797.1,3,2
1.8700000000000003,Debit,Washington,ATM,65.0,Paruh Baya,147.0,1.0,7287.94,1,2
78.92,Credit,Jacksonville,Online,59.0,Lansia,95.0,1.0,5624.86,2,0
194.29,Credit,Seattle,Branch,39.0,Lansia,10.0,1.0,2988.41,0,2
28.73,Debit,Kansas City,ATM,53.0,Lansia,185.0,1.0,2712.96,2,0
105.53,Debit,Colorado Springs,Online,24.0,Remaja,88.0,1.0,1433.66,3,3
737.34,Debit,Miami,Online,30.0,Dewasa,34.0,1.0,7336.56,3,1
237.86,Debit,Philadelphia,ATM,18.0,Remaja,210.0,1.0,475.62999999999994,4,1
409.61,Debit,Kansas City,Branch,65.0,Dewasa,89.0,1.0,11698.15,1,0
75.53,Credit,Fresno,Online,21.0,Remaja,157.0,1.0,1034.35,3,0
72.75,Debit,Phoenix,ATM,64.0,Dewasa,15.0,1.0,12042.79,2,1
39.11,Debit,Columbus,Online,26.0,Remaja,143.0,1.0,518.54,3,3
729.38,Debit,Los Angeles,ATM,68.0,Dewasa,90.0,1.0,9127.65,1,0
137.49,Debit,Fort Worth,ATM,34.0,Lansia,50.00000000000001,1.0,4471.05,0,0
504.71,Debit,Detroit,Online,29.0,Lansia,61.00000000000001,1.0,6214.54,3,0
371.47,Credit,Milwaukee,Branch,24.0,Remaja,58.00000000000001,1.0,1187.04,3,1
430.35,Debit,Charlotte,Online,36.0,Dewasa,205.0,1.0,354.9,0,3
230.32,Debit,Las Vegas,Branch,35.0,Lansia,56.0,1.0,791.46,0,0
121.71,Debit,Chicago,ATM,52.0,Paruh Baya,140.0,1.0,5878.89,2,3
98.87,Debit,Detroit,Online,20.0,Remaja,179.0,1.0,533.2,3,0
117.55,Debit,Fresno,ATM,24.0,Remaja,35.0,1.0,897.94,3,0
244.64,Debit,Tucson,Branch,30.0,Dewasa,103.0,1.0,9159.56,3,2
321.93,Debit,Nashville,ATM,45.0,Lansia,12.0,1.0,4392.73,0,1
1092.73,Debit,Columbus,Branch,58.0,Paruh Baya,11.0,1.0,1390.98,2,3
283.23,Debit,El Paso,Online,40.0,Lansia,98.0,1.0,2008.7700000000002,0,0
346.65,Debit,Washington,Online,30.0,Lansia,60.00000000000001,1.0,6356.96,3,2
381.62,Debit,Las Vegas,Online,64.0,Paruh Baya,164.0,1.0,6009.12,2,0
388.65,Debit,Oklahoma City,ATM,76.0,Paruh Baya,43.0,1.0,7896.850000000001,1,1
29.22,Debit,San Antonio,ATM,24.0,Remaja,151.0,1.0,1649.43,3,2
46.75,Debit,Colorado Springs,Branch,67.0,Paruh Baya,150.0,1.0,2840.43,1,3
348.64,Debit,San Jose,Online,57.0,Paruh Baya,128.0,1.0,3274.96,2,2
319.17,Debit,Tucson,Online,73.0,Paruh Baya,81.0,1.0,6501.56,1,2
73.95,Debit,Kansas City,ATM,26.0,Remaja,75.99999999999999,1.0,363.92,3,0
389.63,Debit,Mesa,Online,27.0,Lansia,99.0,1.0,9748.48,3,1
217.61,Debit,Chicago,ATM,19.0,Remaja,45.0,1.0,1404.53,3,3
199.84,Debit,Dallas,ATM,21.0,Remaja,150.0,1.0,706.44,3,3
56.35,Debit,Charlotte,ATM,44.0,Dewasa,75.0,1.0,5095.73,0,3
248.95000000000002,Credit,San Francisco,Branch,65.0,Paruh Baya,29.000000000000004,1.0,3059.79,1,2
142.58,Debit,San Antonio,ATM,33.0,Lansia,145.0,1.0,7844.23,3,2
1020.7299999999999,Debit,Fort Worth,ATM,28.0,Remaja,87.0,1.0,1119.61,3,0
333.78,Debit,San Diego,ATM,60.0,Paruh Baya,98.0,1.0,6810.94,2,2
332.59,Debit,San Antonio,Online,55.0,Paruh Baya,143.0,1.0,1457.07,2,2
236.81,Debit,Oklahoma City,Branch,22.0,Remaja,15.0,1.0,813.68,3,1
417.8,Credit,Philadelphia,Branch,27.0,Remaja,130.0,1.0,1518.82,3,1
319.27,Debit,San Antonio,ATM,50.0,Dewasa,150.0,1.0,10269.78,2,2
384.1,Debit,Detroit,Branch,42.0,Lansia,172.0,1.0,672.7899999999998,0,0
820.62,Credit,Fresno,Branch,61.0,Dewasa,158.0,1.0,6024.8,2,0
474.77,Credit,Indianapolis,Online,56.0,Lansia,50.00000000000001,1.0,2158.59,2,0
542.72,Credit,Indianapolis,Branch,43.0,Dewasa,91.99999999999999,1.0,6011.8,0,0
79.8,Debit,Fort Worth,ATM,73.0,Paruh Baya,75.99999999999999,1.0,6372.58,1,0
46.24,Debit,San Diego,Branch,57.0,Lansia,52.00000000000001,1.0,2569.56,2,2
327.8,Debit,San Francisco,ATM,61.0,Dewasa,53.99999999999999,1.0,10585.48,2,2
445.79,Debit,Las Vegas,ATM,52.0,Dewasa,161.0,1.0,717.9899999999999,2,0
55.89,Debit,Fresno,Online,72.0,Paruh Baya,150.0,1.0,3689.65,1,0
158.41,Debit,Sacramento,Branch,28.0,Remaja,16.0,1.0,1512.16,3,2
101.19,Credit,Denver,Online,64.0,Dewasa,75.0,1.0,14389.45,2,3
61.970000000000006,Debit,Phoenix,ATM,74.0,Paruh Baya,95.0,1.0,7014.69,1,1
27.21,Debit,San Jose,ATM,79.0,Paruh Baya,102.0,1.0,3520.61,1,2
173.74,Debit,Houston,Online,80.0,Paruh Baya,64.0,1.0,4913.42,1,0
176.11,Debit,San Jose,Branch,38.0,Lansia,105.0,1.0,9155.35,0,2
88.4,Debit,Fort Worth,Online,46.0,Lansia,174.0,1.0,2567.53,0,0
567.92,Debit,Columbus,Online,53.0,Paruh Baya,14.0,1.0,3779.4699999999993,2,3
138.11,Credit,Phoenix,Online,68.0,Paruh Baya,104.0,1.0,4177.65,1,1
456.93,Credit,Virginia Beach,Branch,28.0,Lansia,193.0,1.0,7284.76,3,2
101.42,Debit,Atlanta,Online,66.0,Paruh Baya,146.0,1.0,6530.59,1,3
300.61,Debit,El Paso,Online,44.0,Dewasa,51.00000000000001,1.0,7895.540000000001,0,0
265.94,Debit,Boston,Online,54.0,Lansia,132.0,1.0,6781.3,2,3
345.54,Debit,San Diego,Online,29.0,Lansia,50.00000000000001,1.0,2091.78,3,2
411.52,Debit,Los Angeles,ATM,41.0,Dewasa,88.0,1.0,11108.39,0,0
111.21,Debit,Portland,Branch,35.0,Dewasa,111.0,1.0,9088.36,0,1
316.37,Debit,Colorado Springs,ATM,53.0,Lansia,86.0,1.0,4671.69,2,3
260.63,Debit,Fort Worth,Branch,37.0,Lansia,142.0,1.0,7534.7300000000005,0,0
92.36,Debit,Dallas,ATM,29.0,Lansia,144.0,1.0,6353.14,3,3
262.06,Debit,Oklahoma City,Branch,63.0,Dewasa,118.0,1.0,13587.52,2,1
64.5,Debit,Denver,ATM,74.0,Paruh Baya,230.0,1.0,1351.24,1,3
175.94,Debit,Indianapolis,ATM,57.0,Paruh Baya,89.0,1.0,3728.0400000000004,2,0
199.47,Debit,Detroit,Online,57.0,Dewasa,142.0,1.0,6067.44,2,0
51.07,Debit,Dallas,Branch,63.0,Paruh Baya,133.0,1.0,4292.16,2,3
435.86,Debit,Jacksonville,ATM,56.0,Paruh Baya,134.0,1.0,3801.8200000000006,2,0
74.73,Credit,Jacksonville,Branch,64.0,Paruh Baya,162.0,1.0,6353.22,2,0
182.79,Credit,Louisville,Online,23.0,Remaja,14.0,1.0,1251.85,3,0
628.36,Debit,Austin,Online,44.0,Dewasa,107.99999999999999,1.0,11869.71,0,3
268.39,Debit,San Antonio,Online,29.0,Dewasa,177.0,1.0,9409.43,3,2
362.27,Debit,Jacksonville,ATM,80.0,Paruh Baya,47.0,1.0,6003.59,1,0
560.15,Credit,Memphis,Online,50.0,Lansia,91.99999999999999,1.0,817.83,2,1
351.99,Debit,Chicago,ATM,80.0,Paruh Baya,45.0,2.0,3663.64,1,3
132.36,Debit,Colorado Springs,Branch,28.0,Remaja,160.0,1.0,319.65,3,3
24.77,Credit,Nashville,Online,40.0,Lansia,17.0,1.0,478.23,0,1
80.24,Credit,New York,Branch,53.0,Dewasa,58.00000000000001,1.0,8012.810000000001,2,1
8.65,Debit,Mesa,ATM,68.0,Paruh Baya,198.0,1.0,4201.22,1,1
178.91,Debit,Omaha,ATM,18.0,Remaja,18.999999999999996,1.0,8870.89,4,1
115.22,Debit,San Francisco,Branch,27.0,Lansia,107.99999999999999,1.0,906.1999999999999,3,2
161.63,Debit,San Jose,Online,46.0,Dewasa,276.0,1.0,9286.37,0,2
542.75,Credit,Nashville,Branch,70.0,Paruh Baya,63.0,1.0,2224.08,1,1
317.47,Credit,Sacramento,Online,67.0,Dewasa,16.0,1.0,14639.28,1,2
280.99,Debit,Houston,Branch,45.0,Lansia,29.000000000000004,1.0,9733.59,0,0
24.19,Debit,San Diego,ATM,29.0,Lansia,28.0,1.0,2756.2,3,2
586.85,Debit,Mesa,ATM,36.0,Dewasa,86.0,1.0,6655.15,0,1
372.41,Debit,San Diego,ATM,55.0,Paruh Baya,143.0,1.0,3233.87,2,2
297.65646754281164,Debit,Fresno,ATM,20.0,Remaja,148.0,1.0,1676.57,3,0
383.69,Debit,Colorado Springs,Online,54.0,Lansia,285.0,1.0,8371.11,2,3
247.16999999999996,Credit,Chicago,Branch,65.0,Paruh Baya,149.0,1.0,2611.64,1,3
48.78,Credit,Kansas City,Branch,18.0,Remaja,136.0,1.0,552.06,4,0
4.15,Credit,Omaha,Branch,60.0,Paruh Baya,119.0,1.0,6017.36,2,1
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Lansia,58.00000000000001,1.0,7281.46,0,1
408.19,Debit,Mesa,Branch,26.0,Lansia,241.0,1.0,6847.47,3,1
524.6,Debit,El Paso,Branch,58.0,Dewasa,75.99999999999999,1.0,13017.7,2,0
108.96,Debit,Milwaukee,ATM,26.0,Remaja,247.0,1.0,7597.660000000001,3,1
70.03,Debit,Nashville,Branch,63.0,Paruh Baya,49.0,1.0,7330.31,2,1
124.84,Debit,Louisville,Online,52.0,Paruh Baya,79.0,1.0,6711.78,2,0
324.04,Debit,Virginia Beach,ATM,54.0,Paruh Baya,30.0,1.0,2248.06,2,2
39.69,Debit,Austin,Online,70.0,Paruh Baya,163.0,1.0,3524.68,1,3
157.7,Credit,Omaha,Branch,58.0,nan,45.99999999999999,1.0,8332.58,2,1
81.27,Credit,Seattle,Online,22.0,Remaja,68.00000000000001,1.0,1814.48,3,2
193.82,Debit,Kansas City,Branch,37.0,Lansia,176.0,1.0,3886.7699999999995,0,0
16.73,Debit,nan,Online,79.0,Paruh Baya,165.0,1.0,7591.129999999999,1,2
474.05,Debit,San Jose,ATM,57.0,Paruh Baya,214.0,1.0,1484.31,2,2
637.75,Debit,Dallas,Branch,79.0,Paruh Baya,151.99999999999997,1.0,4202.92,1,3
153.59,Credit,Portland,Branch,66.0,Paruh Baya,174.0,1.0,4813.12,1,1
186.6,Debit,Tucson,Branch,18.0,Remaja,139.0,1.0,9716.68,4,2
644.08,Debit,Atlanta,Online,24.0,Remaja,55.0,1.0,1980.62,3,3
226.66,Debit,nan,Branch,41.0,Dewasa,168.00000000000003,1.0,10216.25,0,2
305.0,Debit,Phoenix,ATM,22.0,Remaja,222.0,1.0,944.83,3,1
233.1,Credit,Nashville,Branch,42.0,Dewasa,37.0,1.0,7469.2,0,1
793.13,Debit,Memphis,Online,68.0,Dewasa,75.99999999999999,1.0,13389.16,1,1
224.19,Debit,Houston,ATM,52.0,Dewasa,93.0,1.0,8475.47,2,0
214.83,Credit,Tucson,ATM,23.0,Remaja,63.0,1.0,991.6899999999999,3,2
163.46,Credit,Baltimore,Branch,63.0,Paruh Baya,111.0,1.0,6953.8,2,3
194.99,Debit,Jacksonville,Branch,34.0,Lansia,91.0,1.0,1370.03,0,0
227.5,Debit,Sacramento,Online,34.0,Dewasa,277.0,1.0,11505.35,0,2
259.9,Debit,Oklahoma City,Online,26.0,Remaja,100.00000000000001,1.0,914.2799999999999,3,1
59.51,Credit,Dallas,Online,36.0,Dewasa,55.0,1.0,9955.88,0,3
50.63,Debit,Columbus,Online,64.0,Paruh Baya,143.0,1.1216216216216217,4732.81,2,3
1074.95,Debit,Jacksonville,Branch,20.0,Remaja,91.0,1.0,530.86,3,0
112.94,Credit,San Antonio,Online,73.0,Paruh Baya,30.999999999999996,1.0,3807.8399999999997,1,2
11.81,Debit,Phoenix,ATM,21.0,Remaja,131.0,1.0,320.25,3,1
329.14,Debit,Sacramento,Branch,55.0,Dewasa,14.0,1.0,12033.92,2,2
154.24,Debit,Mesa,ATM,61.0,Paruh Baya,82.0,1.0,6109.55,2,1
233.44,Debit,Chicago,Online,20.0,Remaja,297.0,1.0,1691.88,3,3
141.8,nan,Chicago,ATM,18.0,Remaja,116.00000000000001,1.0,1697.67,4,3
209.03,Debit,Detroit,Branch,55.0,Lansia,126.0,1.0,8359.5,2,0
1137.63,Debit,Baltimore,ATM,26.0,Remaja,144.0,1.0,1629.12,3,3
261.14,Debit,San Antonio,nan,42.0,Lansia,162.0,1.0,6100.08,0,2
101.81,Debit,Fort Worth,ATM,45.0,Dewasa,105.0,1.1216216216216217,13872.03,0,0
98.71,Debit,Fort Worth,ATM,32.0,Dewasa,117.0,1.0,10095.23,3,0
87.38,Debit,Atlanta,Branch,21.0,Remaja,252.0,1.0,1504.99,3,3
83.39,Debit,Omaha,Branch,32.0,Dewasa,158.0,1.0,13182.11,3,1
267.55,Debit,Charlotte,Online,46.0,Lansia,40.0,1.0,4330.04,0,3
870.05,Debit,El Paso,ATM,29.0,Dewasa,39.0,1.0,905.2499999999999,3,0
154.32,Credit,Tucson,ATM,38.0,Lansia,119.42293906810038,1.0,6972.5,0,2
164.51,Debit,Louisville,Branch,78.0,Paruh Baya,110.0,1.0,3553.69,1,0
758.12,Debit,San Francisco,ATM,69.0,Paruh Baya,90.0,1.0,6164.65,1,2
103.76,Debit,Kansas City,Online,28.0,Lansia,188.0,1.0,9626.14,3,0
583.92,Debit,Kansas City,Online,55.0,Lansia,139.0,1.0,6364.14,2,0
204.06,Debit,Washington,Online,77.0,Paruh Baya,159.0,1.0,4351.83,1,2
53.51,Debit,New York,Online,56.0,Paruh Baya,165.0,1.0,5773.5,2,1
1108.46,Debit,Los Angeles,Branch,30.0,Lansia,262.0,1.0,9257.04,3,0
52.95,Credit,Charlotte,Online,68.0,nan,14.0,1.0,6335.58,1,3
120.17,Debit,Portland,ATM,49.0,Dewasa,105.0,1.0,5403.79,0,1
220.8,Debit,Indianapolis,Online,31.0,Lansia,28.0,1.0,8135.31,3,0
119.01,Debit,Philadelphia,ATM,45.0,Dewasa,87.0,1.0,9798.26,0,1
183.32,Debit,Raleigh,ATM,21.0,Remaja,74.0,1.0,137.42,3,2
858.88,Debit,Jacksonville,Online,60.0,Lansia,227.0,1.0,7015.46,2,0
11.46,Credit,San Francisco,Online,41.0,Lansia,128.0,1.0,2356.71,0,2
61.37,Debit,Columbus,Branch,75.0,Paruh Baya,164.0,1.0,4294.44,1,3
103.08,Credit,Milwaukee,Branch,49.0,Lansia,150.0,1.0,9251.38,0,1
1.2100000000000002,Debit,Atlanta,Branch,55.0,Paruh Baya,196.0,1.0,7542.739999999999,2,3
425.18,Credit,Colorado Springs,Online,26.0,Lansia,172.0,1.0,9880.71,3,3
60.96,Debit,Colorado Springs,ATM,52.0,Paruh Baya,238.0,1.0,6189.24,2,3
64.21,Debit,Omaha,ATM,51.0,Dewasa,37.0,1.0,12540.18,2,1
523.02,Debit,Jacksonville,Online,53.0,Paruh Baya,83.0,1.0,4586.11,2,0
50.26,Debit,Las Vegas,Branch,65.0,Paruh Baya,164.0,1.0,1519.38,1,0
110.08,Debit,Detroit,Branch,19.0,Remaja,95.0,1.0,1447.26,3,0
54.47,Credit,Philadelphia,Branch,23.0,Remaja,34.0,1.0,1131.42,3,1
79.76,Debit,Kansas City,Online,68.0,Dewasa,115.0,1.0,10278.75,1,0
16.79,Credit,Detroit,Online,30.0,Dewasa,146.0,1.0,535.15,3,0
68.62,Debit,Omaha,Branch,29.0,Dewasa,157.0,1.0,13891.47,3,1
297.65646754281164,Debit,New York,Branch,20.0,Remaja,280.0,1.0,1545.77,3,1
643.38,Credit,Detroit,Online,18.0,Remaja,105.0,1.0,1046.74,4,0
328.34,Credit,San Diego,Online,42.0,Lansia,30.999999999999996,1.0,2840.45,0,2
72.68,Debit,Seattle,Online,69.0,Paruh Baya,44.0,1.0,6216.77,1,2
354.76,Debit,Detroit,Branch,51.0,Dewasa,279.0,1.0,10141.92,2,0
793.88,Credit,Los Angeles,ATM,22.0,Remaja,252.0,1.0,1404.06,3,0
29.22,Debit,Detroit,ATM,27.0,Lansia,69.00000000000001,1.0,7795.79,3,0
653.97,Debit,Miami,nan,37.0,Lansia,100.00000000000001,1.0,3886.65,0,1
366.43,Credit,Portland,Online,21.0,Remaja,91.99999999999999,1.0,1560.45,3,1
233.74,Debit,Boston,Online,72.0,Paruh Baya,142.0,1.0,4749.54,1,3
471.84,Debit,Raleigh,ATM,18.0,Remaja,138.0,1.0,1044.33,4,2
213.4,Credit,Fort Worth,Branch,73.0,Paruh Baya,100.00000000000001,1.0,2012.24,1,0
254.20999999999998,Debit,Phoenix,ATM,48.0,Lansia,45.99999999999999,1.0,2487.2,0,1
577.73,Debit,San Jose,ATM,37.0,Dewasa,63.0,1.0,14977.99,0,2
170.26,Debit,Chicago,ATM,27.0,Remaja,265.0,1.0,1969.48,3,3
330.61,Credit,Nashville,Branch,64.0,Paruh Baya,113.0,1.0,2525.25,2,1
132.33,Credit,Phoenix,ATM,35.0,Lansia,47.0,1.0,7457.94,0,1
672.74,Credit,Colorado Springs,Branch,46.0,Lansia,118.0,1.0,5113.438123505977,0,3
74.04,Debit,Memphis,Online,18.0,Remaja,66.0,1.0,1690.23,4,1
197.18,Debit,Tucson,Online,28.0,Lansia,135.0,1.0,3114.92,3,2
21.15,Debit,Columbus,Branch,70.0,Paruh Baya,180.0,1.0,3466.74,1,3
218.37,Debit,Houston,ATM,62.0,Dewasa,119.42293906810038,1.0,9942.24,2,0
697.82,Debit,New York,Online,44.0,Lansia,153.0,1.0,6824.0,0,1
148.0,Debit,Tucson,Branch,20.0,Remaja,35.0,1.0,1488.65,3,2
22.26,Debit,San Antonio,Branch,19.0,Remaja,56.0,1.0,5583.88,3,2
0.86,Debit,Colorado Springs,ATM,25.0,Remaja,139.0,1.0,1357.22,3,3
757.1,Debit,Atlanta,Branch,65.0,Dewasa,203.0,1.0,10553.23,1,3
38.81,Credit,Virginia Beach,Online,25.0,Remaja,145.0,1.0,1619.6,3,2
32.46,Debit,Charlotte,Online,31.0,Dewasa,10.0,1.0,8656.18,3,3
1022.7499999999999,Credit,San Jose,Branch,62.0,Dewasa,158.0,1.0,207.74,2,2
20.64,Debit,Charlotte,Branch,22.0,Remaja,59.00000000000001,1.0,949.38,3,3
662.11,Debit,Atlanta,Branch,23.0,Remaja,219.0,1.0,1996.38,3,3
288.77,Debit,Los Angeles,nan,55.0,Lansia,110.0,1.0,8836.51,2,0
35.05,Debit,Boston,Branch,30.0,Dewasa,105.0,1.0,14330.47,3,3
214.73,Credit,Los Angeles,ATM,46.0,Dewasa,26.0,1.0,5368.42,0,0
25.38,Debit,Louisville,Branch,57.0,Lansia,66.0,1.0,8616.05,2,0
617.66,Debit,Memphis,ATM,41.0,Lansia,40.0,1.0,5906.58,0,1
446.39,Debit,Houston,ATM,63.0,Paruh Baya,77.0,1.0,7863.6,2,0
377.92,Debit,Raleigh,Branch,33.0,Lansia,204.0,1.0,2254.71,3,2
11.04,Debit,Phoenix,Online,30.0,Lansia,43.0,1.0,6983.04,3,1
275.46,Debit,Fort Worth,ATM,36.0,Dewasa,67.0,1.0,9697.75,0,0
179.76,Debit,Philadelphia,Online,78.0,Paruh Baya,81.0,1.0,5909.52,1,1
32.34,Debit,Kansas City,Branch,44.0,Dewasa,45.0,1.0,7847.619999999999,0,0
273.92,Debit,Portland,Branch,79.0,Paruh Baya,109.0,1.0,4543.56,1,1
375.45,Debit,Fort Worth,Branch,19.0,Remaja,32.0,1.0,1307.23,3,0
388.98,Debit,Fresno,ATM,23.0,Remaja,155.0,1.0,1819.91,3,0
492.84,Debit,Indianapolis,ATM,25.0,Remaja,37.99999999999999,1.0,577.67,3,0
148.85,Debit,Mesa,ATM,57.0,Dewasa,25.000000000000004,1.0,7802.360000000001,2,1
391.66,Debit,nan,Branch,50.0,Lansia,103.0,1.0,2406.31,2,2
185.99,Credit,Fresno,Branch,41.0,Lansia,53.00000000000001,1.0,402.45,0,0
322.48,Debit,Jacksonville,ATM,27.0,Remaja,57.0,1.0,1238.43,3,0
20.27,Debit,Miami,Branch,18.0,Remaja,22.0,1.0,796.3499999999999,4,1
199.02,Debit,Houston,ATM,61.0,Paruh Baya,269.0,1.0,4658.89,2,0
104.23,Credit,Louisville,Online,63.0,Paruh Baya,107.99999999999999,1.0,5009.29,2,0
55.86,Debit,Seattle,Online,39.0,Lansia,68.00000000000001,1.0,5346.46,0,2
10.77,nan,Indianapolis,ATM,31.0,Dewasa,178.0,1.0,10704.95,3,0
95.55,Debit,Louisville,Branch,33.0,Lansia,51.00000000000001,1.0,2434.74,3,0
477.07,Debit,Columbus,Online,27.0,Lansia,278.0,1.0,6568.07,3,3
9.1,Credit,nan,Online,52.0,Paruh Baya,63.0,1.0,2791.45,2,2
21.41,Debit,Louisville,Online,57.0,Dewasa,99.0,1.0,658.91,2,0
278.28,Debit,Jacksonville,Branch,28.0,Remaja,26.0,1.0,1346.88,3,0
388.1,Credit,Los Angeles,Online,73.0,Paruh Baya,40.0,1.0,3022.12,1,0
215.39,Debit,Detroit,ATM,27.0,Remaja,215.99999999999997,1.0,1582.55,3,0
194.37,Debit,Milwaukee,ATM,66.0,Dewasa,161.0,1.0,14395.88,1,1
37.7,Debit,Miami,ATM,20.0,Remaja,109.0,1.0,1741.1,3,1
19.59,Debit,Charlotte,Branch,64.0,Paruh Baya,122.0,1.0,1061.69,2,3
81.35,Debit,Houston,Online,41.0,Lansia,103.0,1.0,7192.45,0,0
314.54,Credit,Virginia Beach,Branch,58.0,Lansia,228.0,1.0,9923.45,2,2
466.64,Debit,Las Vegas,ATM,58.0,Dewasa,11.0,1.0,10915.11,2,0
397.01,Debit,Los Angeles,ATM,22.0,Remaja,100.00000000000001,1.0,719.52,3,0
